delta,omega,proba_trans_before_mut,mu,lambda,ppv_conditional_1_jump
4,0.76,0.61,0.1290784412503576,0.06407465077652015,0.2183948135751929
5,0.76,0.61,0.1290784412503576,0.06407465077652015,0.18723827525756517
6,0.76,0.61,0.1290784412503576,0.06407465077652015,0.16162379751830366
7,0.76,0.61,0.1290784412503576,0.06407465077652015,0.14049249328302743
8,0.76,0.61,0.1290784412503576,0.06407465077652015,0.12300545538051665
9,0.76,0.61,0.1290784412503576,0.06407465077652015,0.1084907582017887
10,0.76,0.61,0.1290784412503576,0.06407465077652015,0.09640758399421158
11,0.76,0.61,0.1290784412503576,0.06407465077652015,0.08631955378552408
12,0.76,0.61,0.1290784412503576,0.06407465077652015,0.07787390845820587
13,0.76,0.61,0.1290784412503576,0.06407465077652015,0.07078492301156325
14,0.76,0.61,0.1290784412503576,0.06407465077652015,0.06482061650035478
15,0.76,0.61,0.1290784412503576,0.06407465077652015,0.059792105905569305
0,0.77,0.61,0.1290784412503576,0.06062481100765493,0.4516113496102675
1,0.77,0.61,0.1290784412503576,0.06062481100765493,0.3767307590721882
2,0.77,0.61,0.1290784412503576,0.06062481100765493,0.3180918494640919
3,0.77,0.61,0.1290784412503576,0.06062481100765493,0.2707507463470725
4,0.77,0.61,0.1290784412503576,0.06062481100765493,0.2320160894542335
5,0.77,0.61,0.1290784412503576,0.06062481100765493,0.20010346072325833
6,0.77,0.61,0.1290784412503576,0.06062481100765493,0.1736978887006017
7,0.77,0.61,0.1290784412503576,0.06062481100765493,0.15177743223092705
8,0.77,0.61,0.1290784412503576,0.06062481100765493,0.13352759635345013
9,0.77,0.61,0.1290784412503576,0.06062481100765493,0.1182917841991761
10,0.77,0.61,0.1290784412503576,0.06062481100765493,0.10553799432001355
11,0.77,0.61,0.1290784412503576,0.06062481100765493,0.0948340792901127
12,0.77,0.61,0.1290784412503576,0.06062481100765493,0.08582835903488821
13,0.77,0.61,0.1290784412503576,0.06062481100765493,0.078234084558653
14,0.77,0.61,0.1290784412503576,0.06062481100765493,0.07181690557199366
15,0.77,0.61,0.1290784412503576,0.06062481100765493,0.06638476330547172
0,0.78,0.61,0.1290784412503576,0.0572616644310969,0.46685363954494585
1,0.78,0.61,0.1290784412503576,0.0572616644310969,0.39238733790388153
2,0.78,0.61,0.1290784412503576,0.0572616644310969,0.33364935690492414
3,0.78,0.61,0.1290784412503576,0.0572616644310969,0.28589710802197804
4,0.78,0.61,0.1290784412503576,0.0572616644310969,0.24656059768271635
5,0.78,0.61,0.1290784412503576,0.0572616644310969,0.21393701244884583
6,0.78,0.61,0.1290784412503576,0.0572616644310969,0.18676824657641858
7,0.78,0.61,0.1290784412503576,0.0572616644310969,0.16407198875990867
8,0.78,0.61,0.1290784412503576,0.0572616644310969,0.1450608167244793
9,0.78,0.61,0.1290784412503576,0.0572616644310969,0.12909596743836801
10,0.78,0.61,0.1290784412503576,0.0572616644310969,0.11565651766511463
11,0.78,0.61,0.1290784412503576,0.0572616644310969,0.10431652439923689
12,0.78,0.61,0.1290784412503576,0.0572616644310969,0.09472705731725915
13,0.78,0.61,0.1290784412503576,0.0572616644310969,0.08660172132453302
14,0.78,0.61,0.1290784412503576,0.0572616644310969,0.07970490498311382
15,0.78,0.61,0.1290784412503576,0.0572616644310969,0.07384224255299456
0,0.79,0.61,0.1290784412503576,0.05398196239662168,0.4826404765879679
1,0.79,0.61,0.1290784412503576,0.05398196239662168,0.4087378548652505
2,0.79,0.61,0.1290784412503576,0.05398196239662168,0.3500230103923306
3,0.79,0.61,0.1290784412503576,0.05398196239662168,0.30195769453925
4,0.79,0.61,0.1290784412503576,0.05398196239662168,0.26209512198744
5,0.79,0.61,0.1290784412503576,0.05398196239662168,0.22881604287266608
6,0.79,0.61,0.1290784412503576,0.05398196239662168,0.20092148616317224
7,0.79,0.61,0.1290784412503576,0.05398196239662168,0.17747125381543324
8,0.79,0.61,0.1290784412503576,0.05398196239662168,0.1577075383508669
9,0.79,0.61,0.1290784412503576,0.05398196239662168,0.14101187167514273
10,0.79,0.61,0.1290784412503576,0.05398196239662168,0.12687668800643287
11,0.79,0.61,0.1290784412503576,0.05398196239662168,0.11488428539579501
12,0.79,0.61,0.1290784412503576,0.05398196239662168,0.10469024969048768
13,0.79,0.61,0.1290784412503576,0.05398196239662168,0.09601003252705004
14,0.79,0.61,0.1290784412503576,0.05398196239662168,0.08860799327712442
15,0.79,0.61,0.1290784412503576,0.05398196239662168,0.08228845263291115
0,0.8,0.61,0.1290784412503576,0.05078261708699527,0.4989967363273158
1,0.8,0.61,0.1290784412503576,0.05078261708699527,0.4258182329235685
2,0.8,0.61,0.1290784412503576,0.05078261708699527,0.36726043566885064
3,0.8,0.61,0.1290784412503576,0.05078261708699527,0.3189921503224819
4,0.8,0.61,0.1290784412503576,0.05078261708699527,0.2786912596144209
5,0.8,0.61,0.1290784412503576,0.05078261708699527,0.2448236741214995
6,0.8,0.61,0.1290784412503576,0.05078261708699527,0.21625151936760043
7,0.8,0.61,0.1290784412503576,0.05078261708699527,0.19207896047865308
8,0.8,0.61,0.1290784412503576,0.05078261708699527,0.17158019252171977
9,0.8,0.61,0.1290784412503576,0.05078261708699527,0.15415942401163127
10,0.8,0.61,0.1290784412503576,0.05078261708699527,0.13932471115427153
11,0.8,0.61,0.1290784412503576,0.05078261708699527,0.12666866666743518
12,0.8,0.61,0.1290784412503576,0.05078261708699527,0.11585323412491043
13,0.8,0.61,0.1290784412503576,0.05078261708699527,0.10659730549373628
14,0.8,0.61,0.1290784412503576,0.05078261708699527,0.0986665585651927
15,0.8,0.61,0.1290784412503576,0.05078261708699527,0.09186511572314185
0,0.81,0.61,0.1290784412503576,0.047660691667741346,0.5159486802016716
1,0.81,0.61,0.1290784412503576,0.047660691667741346,0.4436665001519763
2,0.81,0.61,0.1290784412503576,0.047660691667741346,0.38541222013474286
3,0.81,0.61,0.1290784412503576,0.047660691667741346,0.33706408589770726
4,0.81,0.61,0.1290784412503576,0.047660691667741346,0.2964257258691711
5,0.81,0.61,0.1290784412503576,0.047660691667741346,0.26204943377982476
6,0.81,0.61,0.1290784412503576,0.047660691667741346,0.2328600635164355
7,0.81,0.61,0.1290784412503576,0.047660691667741346,0.20800812865251833
8,0.81,0.61,0.1290784412503576,0.047660691667741346,0.186802024283784
9,0.81,0.61,0.1290784412503576,0.047660691667741346,0.16867090065184243
10,0.81,0.61,0.1290784412503576,0.047660691667741346,0.15314065049837602
11,0.81,0.61,0.1290784412503576,0.047660691667741346,0.13981628064925447
12,0.81,0.61,0.1290784412503576,0.047660691667741346,0.12836798351160325
13,0.81,0.61,0.1290784412503576,0.047660691667741346,0.11851976637485556
14,0.81,0.61,0.1290784412503576,0.047660691667741346,0.11004007557447291
15,0.81,0.61,0.1290784412503576,0.047660691667741346,0.10273406498835767
0,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.5335240442456313
1,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.4623229216872255
2,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.404532094724487
3,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.35624131934621284
4,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.3153806689458891
5,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.28058966147207753
6,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.2508571621736744
7,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.22538172545342658
8,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.20350791886679948
9,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.18469194504352263
10,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.16847966000654566
11,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.15449051484517617
12,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.14240486090965893
13,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.1319535523368292
14,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.1229093379383573
15,0.8200000000000001,0.61,0.1290784412503576,0.04461339115298419,0.11507973482198824
0,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.5517521339613874
1,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.48183013975622435
2,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.4246771250370715
3,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.37659612727145764
4,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.33564399372635445
5,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.3005479235304983
6,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.27036171361470057
7,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.24433333432594412
8,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.22184524054272842
9,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.20238260591755144
10,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.18551324926656176
11,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.17087304836846481
12,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.15815440742794684
13,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.14709678510405622
14,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.13747882578197484
15,0.8300000000000001,0.61,0.1290784412503576,0.041638053927307,0.1291118249258385
0,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.5706639257364146
1,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.5022333221536945
2,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.445907911815783
3,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.3982055047292276
4,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.3573096928758233
5,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.32203543237668497
6,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.2915020012456501
7,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.265007824190322
8,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.24197467169453094
9,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.22191837907978038
10,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.204430560360815
11,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.1891653938719076
12,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.1758291751502662
13,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.1641717155518054
14,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.15397917661267063
15,0.8400000000000001,0.61,0.1290784412503576,0.03873214386926177,0.14506810575393458
0,0.85,0.61,0.1290784412503576,0.0358932430272559,0.5902921752507363
1,0.85,0.61,0.1290784412503576,0.0358932430272559,0.5235803195492595
2,0.85,0.61,0.1290784412503576,0.0358932430272559,0.4682888008020972
3,0.85,0.61,0.1290784412503576,0.0358932430272559,0.42115143337702504
4,0.85,0.61,0.1290784412503576,0.0358932430272559,0.3804781831691585
5,0.85,0.61,0.1290784412503576,0.0358932430272559,0.3451714665358403
6,0.85,0.61,0.1290784412503576,0.0358932430272559,0.3144162190717977
7,0.85,0.61,0.1290784412503576,0.0358932430272559,0.28756200805891996
8,0.85,0.61,0.1290784412503576,0.0358932430272559,0.2640710370423972
9,0.85,0.61,0.1290784412503576,0.0358932430272559,0.24349123272280207
10,0.85,0.61,0.1290784412503576,0.0358932430272559,0.22543963069055603
11,0.85,0.61,0.1290784412503576,0.0358932430272559,0.2095904331624314
12,0.85,0.61,0.1290784412503576,0.0358932430272559,0.19566556775166333
13,0.85,0.61,0.1290784412503576,0.0358932430272559,0.18342689688761843
14,0.85,0.61,0.1290784412503576,0.0358932430272559,0.17266971282193924
15,0.85,0.61,0.1290784412503576,0.0358932430272559,0.1632173155701742
0,0.86,0.61,0.1290784412503576,0.033119044803103716,0.6106715333417831
1,0.86,0.61,0.1290784412503576,0.033119044803103716,0.545921831993211
2,0.86,0.61,0.1290784412503576,0.033119044803103716,0.4918881019034867
3,0.86,0.61,0.1290784412503576,0.033119044803103716,0.44552115688005306
4,0.86,0.61,0.1290784412503576,0.033119044803103716,0.4052566445459404
5,0.86,0.61,0.1290784412503576,0.033119044803103716,0.3700837864334692
6,0.86,0.61,0.1290784412503576,0.033119044803103716,0.3392529840442588
7,0.86,0.61,0.1290784412503576,0.033119044803103716,0.3121652785441026
8,0.86,0.61,0.1290784412503576,0.033119044803103716,0.28832409492138394
9,0.86,0.61,0.1290784412503576,0.033119044803103716,0.2673105915683256
10,0.86,0.61,0.1290784412503576,0.033119044803103716,0.2487686096012159
11,0.86,0.61,0.1290784412503576,0.033119044803103716,0.23239390629848014
12,0.86,0.61,0.1290784412503576,0.033119044803103716,0.2179256403203179
13,0.86,0.61,0.1290784412503576,0.033119044803103716,0.20513932983249922
14,0.86,0.61,0.1290784412503576,0.033119044803103716,0.1938409617109066
15,0.86,0.61,0.1290784412503576,0.033119044803103716,0.183862078535093
0,0.87,0.61,0.1290784412503576,0.03040734760262253,0.6318386698192876
1,0.87,0.61,0.1290784412503576,0.03040734760262253,0.5693115849755017
2,0.87,0.61,0.1290784412503576,0.03040734760262253,0.5167783175150774
3,0.87,0.61,0.1290784412503576,0.03040734760262253,0.47140746236590236
4,0.87,0.61,0.1290784412503576,0.03040734760262253,0.43175935891986505
5,0.87,0.61,0.1290784412503576,0.03040734760262253,0.39690904030289814
6,0.87,0.61,0.1290784412503576,0.03040734760262253,0.3661718257703456
7,0.87,0.61,0.1290784412503576,0.03040734760262253,0.33900020556725796
8,0.87,0.61,0.1290784412503576,0.03040734760262253,0.3149392742937262
9,0.87,0.61,0.1290784412503576,0.03040734760262253,0.2936042504309078
10,0.87,0.61,0.1290784412503576,0.03040734760262253,0.2746668899491723
11,0.87,0.61,0.1290784412503576,0.03040734760262253,0.2578458047384997
12,0.87,0.61,0.1290784412503576,0.03040734760262253,0.24289879761041175
13,0.87,0.61,0.1290784412503576,0.03040734760262253,0.2296165073513066
14,0.87,0.61,0.1290784412503576,0.03040734760262253,0.2178170840676075
15,0.87,0.61,0.1290784412503576,0.03040734760262253,0.20734174898065888
0,0.88,0.61,0.1290784412503576,0.027756048916327863,0.6538324057469929
1,0.88,0.61,0.1290784412503576,0.027756048916327863,0.5938065153708352
2,0.88,0.61,0.1290784412503576,0.027756048916327863,0.5430363797185259
3,0.88,0.61,0.1290784412503576,0.027756048916327863,0.4989089664474871
4,0.88,0.61,0.1290784412503576,0.027756048916327863,0.4601080452583895
5,0.88,0.61,0.1290784412503576,0.027756048916327863,0.42579315367046533
6,0.88,0.61,0.1290784412503576,0.027756048916327863,0.3953436426887043
7,0.88,0.61,0.1290784412503576,0.027756048916327863,0.36826307942428554
8,0.88,0.61,0.1290784412503576,0.027756048916327863,0.34413833291272145
9,0.88,0.61,0.1290784412503576,0.027756048916327863,0.32261918297047704
10,0.88,0.61,0.1290784412503576,0.027756048916327863,0.3034061088268254
11,0.88,0.61,0.1290784412503576,0.027756048916327863,0.2862416094617891
12,0.88,0.61,0.1290784412503576,0.027756048916327863,0.27090331690832103
13,0.88,0.61,0.1290784412503576,0.027756048916327863,0.2571982693611998
14,0.88,0.61,0.1290784412503576,0.027756048916327863,0.24495810547986385
15,0.88,0.61,0.1290784412503576,0.027756048916327863,0.23403505989574536
0,0.89,0.61,0.1290784412503576,0.025163139796586936,0.6766938547316542
1,0.89,0.61,0.1290784412503576,0.025163139796586936,0.6194669675731521
2,0.89,0.61,0.1290784412503576,0.025163139796586936,0.5707438959468722
3,0.89,0.61,0.1290784412503576,0.025163139796586936,0.5281304040336854
4,0.89,0.61,0.1290784412503576,0.025163139796586936,0.49043218690811596
5,0.89,0.61,0.1290784412503576,0.025163139796586936,0.4568916950000916
6,0.89,0.61,0.1290784412503576,0.025163139796586936,0.4269511124249779
7,0.89,0.61,0.1290784412503576,0.025163139796586936,0.40016438024455153
8,0.89,0.61,0.1290784412503576,0.025163139796586936,0.3761599088696574
9,0.89,0.61,0.1290784412503576,0.025163139796586936,0.35462220669566513
10,0.89,0.61,0.1290784412503576,0.025163139796586936,0.33528096486002573
11,0.89,0.61,0.1290784412503576,0.025163139796586936,0.31790330538982525
12,0.89,0.61,0.1290784412503576,0.025163139796586936,0.3022876085261213
13,0.89,0.61,0.1290784412503576,0.025163139796586936,0.28825836026328305
14,0.89,0.61,0.1290784412503576,0.025163139796586936,0.2756618217186963
15,0.89,0.61,0.1290784412503576,0.025163139796586936,0.2643624247211295
0,0.9,0.61,0.1290784412503576,0.022626699700566133,0.700466573782516
1,0.9,0.61,0.1290784412503576,0.022626699700566133,0.6463569000839605
2,0.9,0.61,0.1290784412503576,0.022626699700566133,0.599987402549758
3,0.9,0.61,0.1290784412503576,0.022626699700566133,0.5591829178200787
4,0.9,0.61,0.1290784412503576,0.022626699700566133,0.5228693465769273
5,0.9,0.61,0.1290784412503576,0.022626699700566133,0.49037020919214835
6,0.9,0.61,0.1290784412503576,0.022626699700566133,0.4611890427073347
7,0.9,0.61,0.1290784412503576,0.022626699700566133,0.43492915289665635
8,0.9,0.61,0.1290784412503576,0.022626699700566133,0.41125993482627243
9,0.9,0.61,0.1290784412503576,0.022626699700566133,0.38990046098089687
10,0.9,0.61,0.1290784412503576,0.022626699700566133,0.3706097932540384
11,0.9,0.61,0.1290784412503576,0.022626699700566133,0.35318009454273586
12,0.9,0.61,0.1290784412503576,0.022626699700566133,0.3374311145341434
13,0.9,0.61,0.1290784412503576,0.022626699700566133,0.3232055652689356
14,0.9,0.61,0.1290784412503576,0.022626699700566133,0.3103652271509139
15,0.9,0.61,0.1290784412503576,0.022626699700566133,0.2987877126245847
0,0.91,0.61,0.1290784412503576,0.020144891670990532,0.7251967243255916
1,0.91,0.61,0.1290784412503576,0.020144891670990532,0.6745441027694
2,0.91,0.61,0.1290784412503576,0.020144891670990532,0.6308586255181671
3,0.91,0.61,0.1290784412503576,0.020144891670990532,0.5921843459993438
4,0.91,0.61,0.1290784412503576,0.020144891670990532,0.5575654638049113
5,0.91,0.61,0.1290784412503576,0.020144891670990532,0.5264045097705348
6,0.91,0.61,0.1290784412503576,0.020144891670990532,0.4982646479954045
7,0.91,0.61,0.1290784412503576,0.020144891670990532,0.4727972646657579
8,0.91,0.61,0.1290784412503576,0.020144891670990532,0.4497118817773695
9,0.91,0.61,0.1290784412503576,0.020144891670990532,0.42876165132415617
10,0.91,0.61,0.1290784412503576,0.020144891670990532,0.40973483464942656
11,0.91,0.61,0.1290784412503576,0.020144891670990532,0.39244872300029054
12,0.91,0.61,0.1290784412503576,0.020144891670990532,0.37674473588026197
13,0.91,0.61,0.1290784412503576,0.020144891670990532,0.3624842869158139
14,0.91,0.61,0.1290784412503576,0.020144891670990532,0.34954529529939904
15,0.91,0.61,0.1290784412503576,0.020144891670990532,0.3378192910773343
0,0.92,0.61,0.1290784412503576,0.01771595782915454,0.750933243976031
1,0.92,0.61,0.1290784412503576,0.01771595782915454,0.7041004249391851
2,0.92,0.61,0.1290784412503576,0.01771595782915454,0.663454747430158
3,0.92,0.61,0.1290784412503576,0.01771595782915454,0.6272595053547099
4,0.92,0.61,0.1290784412503576,0.01771595782915454,0.5946751291748988
5,0.92,0.61,0.1290784412503576,0.01771595782915454,0.5651809197901931
6,0.92,0.61,0.1290784412503576,0.01771595782915454,0.5383977359340298
7,0.92,0.61,0.1290784412503576,0.01771595782915454,0.5140235216949735
8,0.92,0.61,0.1290784412503576,0.01771595782915454,0.49180679745314176
9,0.92,0.61,0.1290784412503576,0.01771595782915454,0.47153401071961665
10,0.92,0.61,0.1290784412503576,0.01771595782915454,0.45302213052203494
11,0.92,0.61,0.1290784412503576,0.01771595782915454,0.436113331900771
12,0.92,0.61,0.1290784412503576,0.01771595782915454,0.4206706709609438
13,0.92,0.61,0.1290784412503576,0.01771595782915454,0.4065744128865902
14,0.92,0.61,0.1290784412503576,0.01771595782915454,0.3937189260276146
15,0.92,0.61,0.1290784412503576,0.01771595782915454,0.3820101092081022
0,0.93,0.61,0.1290784412503576,0.015338215156811916,0.7777280296878546
1,0.93,0.61,0.1290784412503576,0.015338215156811916,0.7351020143249052
2,0.93,0.61,0.1290784412503576,0.015338215156811916,0.6978786794581482
3,0.93,0.61,0.1290784412503576,0.015338215156811916,0.664540466503659
4,0.93,0.61,0.1290784412503576,0.015338215156811916,0.6343618289453736
5,0.93,0.61,0.1290784412503576,0.015338215156811916,0.6068964507945878
6,0.93,0.61,0.1290784412503576,0.015338215156811916,0.5818207869687535
7,0.93,0.61,0.1290784412503576,0.015338215156811916,0.5588776194071021
8,0.93,0.61,0.1290784412503576,0.015338215156811916,0.5378531037402223
9,0.93,0.61,0.1290784412503576,0.015338215156811916,0.5185659283200149
10,0.93,0.61,0.1290784412503576,0.015338215156811916,0.5008609770691985
11,0.93,0.61,0.1290784412503576,0.015338215156811916,0.4846047415420752
12,0.93,0.61,0.1290784412503576,0.015338215156811916,0.4696815466710453
13,0.93,0.61,0.1290784412503576,0.015338215156811916,0.45599032259816563
14,0.93,0.61,0.1290784412503576,0.015338215156811916,0.4434418675654149
15,0.93,0.61,0.1290784412503576,0.015338215156811916,0.4319565852605804
0,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.8056361329122781
1,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.767629566943704
2,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.7342393370331847
3,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.7041668176478931
4,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.6767981532520523
5,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.65175890859407
6,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.6287789100457817
7,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.6076439020747146
8,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.5881761180742314
9,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.5702251970142669
10,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.5536628720557236
11,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.5383790813527982
12,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.5242787277448107
13,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.5112788855590672
14,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.4993064272263265
15,0.9400000000000001,0.61,0.1290784412503576,0.013010051545552489,0.4882960662338143
0,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.83471596740307
1,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.8017685877243658
2,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.7726519174920367
3,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.746285912765486
4,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.7221659605412877
5,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.6999869142719889
6,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.6795296573641751
7,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.6606209075638299
8,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.6431172659345861
9,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.6268978356336042
10,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.6118598957134848
11,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.5979156882432335
12,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.5849897035370989
13,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.5730163216870944
14,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.5619378056827142
15,0.9500000000000001,0.61,0.1290784412503576,0.010729922094064669,0.551702652211294
0,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.8650295303081185
1,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.8376096616438057
2,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.8132381777388773
3,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.7910530997604137
4,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.7706564904933968
5,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.7518098287097172
6,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.734342681752283
7,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.7181206752093933
8,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.703032955630096
9,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.6889864486547199
10,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.6759024781539973
11,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.6637142126099272
12,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.652364474727618
13,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.641803824729247
14,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.6319889290340012
15,0.9600000000000001,0.61,0.1290784412503576,0.008496345635310137,0.6228812261180448
0,0.97,0.61,0.1290784412503576,0.006307901477111318,0.8966426371793457
1,0.97,0.61,0.1290784412503576,0.006307901477111318,0.875248734971399
2,0.97,0.61,0.1290784412503576,0.006307901477111318,0.8561267096354581
3,0.97,0.61,0.1290784412503576,0.006307901477111318,0.8386319236730233
4,0.97,0.61,0.1290784412503576,0.006307901477111318,0.8224704173948315
5,0.97,0.61,0.1290784412503576,0.006307901477111318,0.8074675691103974
6,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7934992215002786
7,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7804677979399692
8,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7682930927228665
9,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7569080968066725
10,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7462565223073007
11,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7362908956750742
12,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7269708966433894
13,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7182618958918868
14,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7101337124364724
15,0.97,0.61,0.1290784412503576,0.006307901477111318,0.7025596042881419
0,0.98,0.61,0.1290784412503576,0.00416322634099159,0.9296251715169449
1,0.98,0.61,0.1290784412503576,0.00416322634099159,0.9147874060434822
2,0.98,0.61,0.1290784412503576,0.00416322634099159,0.9014532104937213
3,0.98,0.61,0.1290784412503576,0.00416322634099159,0.8891942996642747
4,0.98,0.61,0.1290784412503576,0.00416322634099159,0.8778178357545658
5,0.98,0.61,0.1290784412503576,0.00416322634099159,0.8672103065493374
6,0.98,0.61,0.1290784412503576,0.00416322634099159,0.8572913994803232
7,0.98,0.61,0.1290784412503576,0.00416322634099159,0.8479982042670178
8,0.98,0.61,0.1290784412503576,0.00416322634099159,0.839279219830453
9,0.98,0.61,0.1290784412503576,0.00416322634099159,0.8310916660445974
10,0.98,0.61,0.1290784412503576,0.00416322634099159,0.823399873257308
11,0.98,0.61,0.1290784412503576,0.00416322634099159,0.816174013962631
12,0.98,0.61,0.1290784412503576,0.00416322634099159,0.8093889809930679
13,0.98,0.61,0.1290784412503576,0.00416322634099159,0.8030233957242755
14,0.98,0.61,0.1290784412503576,0.00416322634099159,0.7970587687107156
15,0.98,0.61,0.1290784412503576,0.00416322634099159,0.7914788243369278
0,0.99,0.61,0.1290784412503576,0.002061011485330201,0.9640513494357411
