delta,omega,lambda,pathogen,proba_trans_before_mut,sensitivity,specificity,ppv,f1_score,fdr,R
0,0.75,0.0338948528535065,SARS-CoV,0.2690439252554479,0.0094071468169255,0.9999251678943234,0.8996432535933732,0.01861959725355074,0.10035674640662684,1.5
0,0.76,0.0322973546837421,SARS-CoV,0.2690439252554479,0.00849501948114819,0.9999298140481061,0.9066527852238643,0.016832325955470462,0.09334721477613572,1.5
0,0.77,0.03072428770302432,SARS-CoV,0.2690439252554479,0.007652122666217304,0.9999343144536773,0.9134690449030988,0.01517710683348261,0.08653095509690123,1.5
0,0.78,0.029174968182011856,SARS-CoV,0.2690439252554479,0.006876009824442454,0.9999386652400437,0.9200860157842482,0.01365001005237575,0.0799139842157518,1.5
0,0.79,0.027648739983725062,SARS-CoV,0.2690439252554479,0.006164010381246622,0.9999428626617788,0.9264974682228623,0.012246544203523575,0.07350253177713773,1.5
0,0.8,0.026144973117297444,SARS-CoV,0.2690439252554479,0.005513255655046441,0.999946903152811,0.9326969537489321,0.010961715622275306,0.06730304625106787,1.5
0,0.81,0.024663062384538737,SARS-CoV,0.2690439252554479,0.004920709421237066,0.9999507833860243,0.9386777987842448,0.009790097478572658,0.06132220121575516,1.5
0,0.8200000000000001,0.02320242611229213,SARS-CoV,0.2690439252554479,0.004383202302882016,0.9999545003380229,0.9444330980979281,0.008725906856263158,0.05556690190207192,1.5
0,0.8300000000000001,0.021762504964169368,SARS-CoV,0.2690439252554479,0.0038974689995991602,0.9999580513580292,0.9499557079926501,0.007763087678899057,0.050044292007349944,1.5
0,0.8400000000000001,0.020342760825807694,SARS-CoV,0.2690439252554479,0.0034601872553918283,0.9999614342394517,0.9552382392133493,0.006895397113279257,0.04476176078665073,1.5
0,0.8500000000000001,0.01894267575827983,SARS-CoV,0.2690439252554479,0.003068017428184636,0.9999646472922339,0.960273049570008,0.006116493011300888,0.03972695042999197,1.5
0,0.86,0.017561751014746933,SARS-CoV,0.2690439252554479,0.0027176415664643093,0.9999676894136713,0.9650522362653315,0.005420020050551389,0.03494776373466846,1.5
0,0.87,0.016199506115841027,SARS-CoV,0.2690439252554479,0.002405801025415501,0.9999705601550362,0.9695676279178214,0.004799692510093489,0.030432372082178638,1.5
0,0.88,0.014855477979645348,SARS-CoV,0.2690439252554479,0.0021293318678159995,0.999973259781092,0.9738107762700636,0.004249372070773695,0.026189223729936373,1.5
0,0.89,0.013529220102461933,SARS-CoV,0.2690439252554479,0.0018851975970107099,0.9999757893194801,0.9777729475716549,0.0037631396631052504,0.022227052428345107,1.5
0,0.9,0.01222030178687402,SARS-CoV,0.2690439252554479,0.0016705191727752738,0.9999781505970313,0.981445113625481,0.0033353612223037798,0.018554886374518964,1.5
0,0.91,0.010928307413875744,SARS-CoV,0.2690439252554479,0.001482602799632954,0.9999803462603499,0.984817942485621,0.0029607483147759276,0.015182057514378955,1.5
0,0.9199999999999999,0.009652835756103137,SARS-CoV,0.2690439252554479,0.0013189667302735525,0.9999823797785176,0.9878817887944691,0.0026344161295587254,0.012118211205530915,1.5
0,0.9299999999999999,0.008393499329425595,SARS-CoV,0.2690439252554479,0.0011773694658687751,0.9999842554264736,0.9906266837460768,0.0023519436238243173,0.009373316253923236,1.5
0,0.94,0.007149923780367234,SARS-CoV,0.2690439252554479,0.0010558436273175832,0.9999859782485074,0.9930423246621037,0.0021094444061903993,0.006957675337896263,1.5
0,0.95,0.00592174730702197,SARS-CoV,0.2690439252554479,9.527432170716422e-4,0.9999875540022788,0.9951180641660803,0.0019036638335190156,0.004881935833919715,1.5
0,0.96,0.004708620111297549,SARS-CoV,0.2690439252554479,8.668188157985967e-4,0.9999889890847999,0.996842898940986,0.0017321314322567439,0.0031571010590140114,1.5
0,0.97,0.003510203880489954,SARS-CoV,0.2690439252554479,7.973499037303264e-4,0.9999902904427753,0.998205458054502,0.0015934270044937054,0.001794541945497996,1.5
0,0.98,0.0023261712963290188,SARS-CoV,0.2690439252554479,7.443977001008724e-4,0.9999914654705204,0.9991939908354748,0.0014876870760444393,8.060091645252232e-4,1.5
0,0.99,0.0011562055697797084,SARS-CoV,0.2690439252554479,7.09330058138807e-4,0.9999925218992963,0.9997963542844095,0.0014176543266269336,2.0364571559050582e-4,1.5
1,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.04240891956072218,0.9996002127307306,0.8146972260200822,0.0806211209726343,0.1853027739799178,1.5
2,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.07745155454933443,0.9989900240514624,0.7606725271597262,0.14058841886837217,0.23932747284027378,1.5
3,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.11777458536608643,0.9979469328680498,0.703929727451114,0.20178799230876274,0.29607027254888596,1.5
4,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.16200988587860957,0.9963409391227199,0.647277817140792,0.25915482193906814,0.352722182859208,1.5
5,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.20909409861471318,0.9940369979483523,0.5923899985297836,0.3090897329398293,0.4076100014702164,1.5
6,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.2580718013453632,0.9908969305419816,0.5402303993057777,0.34928685446851937,0.45976960069422235,1.5
7,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.3080748466620943,0.986781185505718,0.49133727656988085,0.378699926457614,0.5086627234301191,1.5
8,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.3583293399068867,0.981550661569113,0.44597869192167755,0.3973782281534991,0.5540213080783225,1.5
9,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.40816071079861016,0.9750687417923208,0.4042428423095379,0.40619232946743894,0.5957571576904621,1.5
10,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.45699414977776015,0.9672036256230878,0.3660956701158208,0.4065256924779604,0.6339043298841792,1.5
11,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.5043514246495213,0.9578309721473052,0.33142020398660654,0.3999950376660931,0.6685797960133935,1.5
12,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.5498453467411675,0.9468368067443297,0.300044656771602,0.38823414243849813,0.699955343228398,1.5
13,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.5931729028843503,0.9341205968304606,0.271763058818457,0.37275009858235936,0.728236941181543,1.5
14,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.6341077413794716,0.9195983705889246,0.24635060317679305,0.35484432746590683,0.753649396823207,1.5
15,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.6724924369243086,0.9032057362989764,0.22357504966978886,0.33558304979771386,0.7764249503302112,1.5
0,0.5,0.13928278172985825,MERS-CoV,0.7845180037839311,0.4409275525969569,0.9729320554281425,0.10483977336724326,0.16940092411714092,0.8951602266327567,1.5
0,0.51,0.13404778301020914,MERS-CoV,0.7845180037839311,0.43056236855168245,0.9730644276361504,0.10967404280152604,0.1748179672635581,0.890325957198474,1.5
0,0.52,0.1290001273836609,MERS-CoV,0.7845180037839311,0.4200449288894678,0.9732024541117091,0.11472981341577353,0.18023168450324237,0.8852701865842265,1.5
0,0.53,0.12412969754401772,MERS-CoV,0.7845180037839311,0.40937957983117423,0.973346421488366,0.12001993630982626,0.18562053647512095,0.8799800636901738,1.5
0,0.54,0.11942710003975267,MERS-CoV,0.7845180037839311,0.3985716586633489,0.9734966310480799,0.12555814100625226,0.19096001239042354,0.8744418589937477,1.5
0,0.55,0.11488360124934043,MERS-CoV,0.7845180037839311,0.3876275860865516,0.9736533991307482,0.1313591004645256,0.19622241704095672,0.8686408995354744,1.5
0,0.56,0.11049107006308981,MERS-CoV,0.7845180037839311,0.3765549595008139,0.9738170574665532,0.13743850058780863,0.2013766829397853,0.8625614994121914,1.5
0,0.5700000000000001,0.1062419264635095,MERS-CoV,0.7845180037839311,0.3653626453820381,0.9739879534073775,0.1438131143627391,0.20638822213585908,0.8561868856372609,1.5
0,0.58,0.10212909530584749,MERS-CoV,0.7845180037839311,0.3540608684784027,0.974166450029151,0.1505008807219025,0.21121883543338985,0.8494991192780975,1.5
0,0.59,0.09814596469357509,MERS-CoV,0.7845180037839311,0.3426612951055546,0.974352926072053,0.15752098814796356,0.21582670003419502,0.8424790118520364,1.5
0,0.6,0.094286348422953,MERS-CoV,0.7845180037839311,0.3311771073593354,0.9745477756800032,0.1648939629422443,0.220166459757595,0.8351060370577557,1.5
0,0.61,0.09054445203863913,MERS-CoV,0.7845180037839311,0.31962306461695505,0.9747514078948423,0.17264176195195496,0.22418944461484994,0.8273582380480451,1.5
0,0.62,0.08691484210042424,MERS-CoV,0.7845180037839311,0.30801554829071365,0.9749642458541163,0.18078786938070618,0.22784404813241574,0.8192121306192939,1.5
0,0.63,0.0833924183111205,MERS-CoV,0.7845180037839311,0.29637258546812123,0.9751867256345181,0.18935739708556598,0.23107629080961647,0.810642602914434,1.5
0,0.64,0.07997238819865067,MERS-CoV,0.7845180037839311,0.28471384686084567,0.9754192946760271,0.1983771874773641,0.2338305957322885,0.8016228125226359,1.5
0,0.65,0.07665024408253564,MERS-CoV,0.7845180037839311,0.27306061443931384,0.9756624097148562,0.20787591777240264,0.23605079686099054,0.7921240822275973,1.5
0,0.66,0.07342174208713839,MERS-CoV,0.7845180037839311,0.2614357142999328,0.9759165341468741,0.2178842038723651,0.23768139113120668,0.7821157961276349,1.5
0,0.67,0.07028288299192516,MERS-CoV,0.7845180037839311,0.24986341074630894,0.976182134737704,0.22843470154900333,0.2386690316963165,0.7715652984509966,1.5
0,0.6799999999999999,0.0672298947332687,MERS-CoV,0.7845180037839311,0.23836925830708608,0.9764596775918859,0.23956220184877258,0.23896424125117038,0.7604377981512274,1.5
0,0.69,0.06425921639346396,MERS-CoV,0.7845180037839311,0.22697990949127603,0.9767496232921464,0.25130371666970824,0.23852330184229387,0.7486962833302917,1.5
0,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.2157228775082533,0.9770524211219567,0.26369854924840785,0.2373102521656455,0.7363014507515921,1.5
0,0.71,0.058551514723049834,MERS-CoV,0.7845180037839311,0.20462625493879472,0.9773685022913707,0.27678834276673764,0.2352988972956608,0.7232116572332623,1.5
0,0.72,0.055808299202654364,MERS-CoV,0.7845180037839311,0.19371839138838176,0.9776982720989486,0.290617098368381,0.23247471224607197,0.709382901631619,1.5
0,0.73,0.0531349854908403,MERS-CoV,0.7845180037839311,0.1830275354012119,0.9780421009828371,0.3052311514684155,0.22883650361291002,0.6947688485315845,1.5
0,0.74,0.0505288709282251,MERS-CoV,0.7845180037839311,0.17258144824319882,0.9784003144432706,0.32067909222524316,0.2243976868897242,0.6793209077747568,1.5
0,0.75,0.04798739202563944,MERS-CoV,0.7845180037839311,0.16240699942285064,0.9787731818582057,0.3370116122749011,0.21918704444818846,0.6629883877250988,1.5
0,0.76,0.045508115559175014,MERS-CoV,0.7845180037839311,0.15252975583555972,0.9791609042645838,0.35428125511881475,0.21324885281647227,0.6457187448811852,1.5
0,0.77,0.043088730343376076,MERS-CoV,0.7845180037839311,0.14297357800723967,0.9795636012403482,0.37254204167850374,0.20664230771268283,0.6274579583214963,1.5
0,0.78,0.040727039622892064,MERS-CoV,0.7845180037839311,0.13376023790659328,0.9799812970965269,0.39184893520067765,0.19944022851058887,0.6081510647993223,1.5
0,0.79,0.03842095402885149,MERS-CoV,0.7845180037839311,0.12490907305459861,0.9804139066730239,0.41225710056116077,0.19172708491546123,0.5877428994388392,1.5
0,0.8,0.03616848505149918,MERS-CoV,0.7845180037839311,0.11643669110358101,0.98086122112337,0.4338209016390536,0.18359645004316794,0.5661790983609464,1.5
0,0.81,0.033967738985346725,MERS-CoV,0.7845180037839311,0.10835673767926218,0.9813228941680027,0.45659256627147965,0.17514803747450444,0.5434074337285204,1.5
0,0.8200000000000001,0.031816911307279976,MERS-CoV,0.7845180037839311,0.10067973815685675,0.9817984293862584,0.4806204306822249,0.16648451766514913,0.5193795693177752,1.5
0,0.8300000000000001,0.029714281451818023,MERS-CoV,0.7845180037839311,0.093413021347006,0.9822871691959324,0.5059466533718734,0.15770832615337554,0.4940533466281266,1.5
0,0.8400000000000001,0.02765820795106864,MERS-CoV,0.7845180037839311,0.08656073005650387,0.98278828622626635,0.5326042612311713,0.14891867057113697,0.4673957387688287,1.5
0,0.8500000000000001,0.025647123909930108,MERS-CoV,0.7845180037839311,0.08012392049721717,0.983300777814985,0.560613356815905,0.14020891751314277,0.43938664318409504,1.5
0,0.86,0.02367953278978111,MERS-CoV,0.7845180037839311,0.07410074994680324,0.9838234643421052,0.589976273719466,0.1316644990729363,0.41002372628053396,1.5
0,0.87,0.021754004476320036,MERS-CoV,0.7845180037839311,0.06848675038692956,0.9843549920437842,0.6206714148421356,0.12336142965517023,0.3793285851578644,1.5
0,0.88,0.019869171609390748,MERS-CoV,0.7845180037839311,0.06327518562189548,0.9848938408226311,0.652645443664569,0.11536547461781795,0.347354556335431,1.5
0,0.89,0.018023726154588825,MERS-CoV,0.7845180037839311,0.058457491345981015,0.985438337385507,0.6858034183964375,0.10773197106328969,0.31419658160356245,1.5
0,0.9,0.016216416198209734,MERS-CoV,0.7845180037839311,0.054023802860076846,0.9859866738007502,0.7199963593947799,0.100506274323922,0.2800036406052201,1.5
0,0.91,0.01444604294869299,MERS-CoV,0.7845180037839311,0.04996358542888093,0.9865369312855832,0.7550056169681616,0.09372479724775194,0.2449943830318384,1.5
0,0.9199999999999999,0.012711457929156036,MERS-CoV,0.7845180037839311,0.046266400885045335,0.9870871087295314,0.7905232539718615,0.08741662989002182,0.20947674602813848,1.5
0,0.9299999999999999,0.011011560346915757,MERS-CoV,0.7845180037839311,0.042922877379156926,0.9876351551548578,0.8261274685119188,0.08160578543727973,0.17387253148808124,1.5
0,0.94,0.009345294627073784,MERS-CoV,0.7845180037839311,0.0399260101575597,0.9881790050374908,0.8612518480528871,0.07631423635254607,0.13874815194711287,1.5
0,0.95,0.007711648098312598,MERS-CoV,0.7845180037839311,0.03727303796780074,0.9887166151891087,0.895146956722587,0.0715661326326687,0.10485304327741296,1.5
0,0.96,0.006109648820020497,MERS-CoV,0.7845180037839311,0.03496837616202458,0.9892460017569756,0.9268323996491411,0.06739404834176642,0.0731676003508589,1.5
0,0.97,0.0045383635407449645,MERS-CoV,0.7845180037839311,0.03302860036549285,0.9897652758500584,0.955037065787594,0.06384907129288739,0.04496293421240605,1.5
0,0.98,0.0029968957787769542,MERS-CoV,0.7845180037839311,0.031491680293002165,0.9902726763556096,0.9781247042726791,0.06101880069407412,0.021875295727320943,1.5
0,0.99,0.0014843840163996547,MERS-CoV,0.7845180037839311,0.03043579256020072,0.9907665986665867,0.9940013147690995,0.05906310422461952,0.0059986852309005245,1.5
1,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.4352907082353336,0.9202541348459022,0.17215282205994853,0.24672753960441152,0.8278471779400515,1.5
2,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.6185201834875474,0.8286109400054795,0.12086953721220585,0.20222149765294523,0.8791304627877942,1.5
3,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.755299657111892,0.7105108748352069,0.0904117028020003,0.16149228061026866,0.9095882971979997,1.5
4,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.8497814056941634,0.5796713820894299,0.07151328213244194,0.1319244715492104,0.9284867178675581,1.5
5,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9112531323841387,0.45035287160955173,0.05940853661158637,0.11154497351003209,0.9405914633884136,1.5
6,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9493323083724643,0.33377319229692914,0.05149089184421252,0.09768352133331899,0.9485091081557875,1.5
7,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9719540837318114,0.23649870783994076,0.04625523488431007,0.08830790215293455,0.95374476511569,1.5
8,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9849094785170294,0.1605825383740973,0.04278773746255013,0.08201257634233229,0.9572122625374498,1.5
9,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9920901293524743,0.10472966094394276,0.04050712655774537,0.07783619450149833,0.9594928734422546,1.5
10,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9959538001441846,0.06575291485557677,0.039028399833818825,0.07511333649769945,0.9609716001661812,1.5
11,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9979769700320724,0.039824762717781015,0.03808883881510464,0.07337716123463925,0.9619111611848954,1.5
12,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9990100685209737,0.02331547480883156,0.03750646474968774,0.07229857839572121,0.9624935352503122,1.5
13,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9995253738979729,0.013218701099847907,0.037155393591709496,0.07164743445951771,0.9628446064082905,1.5
14,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9997768089272627,0.007269927527625897,0.03694992005785627,0.0712659799978809,0.9630500799421438,1.5
15,0.7,0.06136748353109489,MERS-CoV,0.7845180037839311,0.9998969694309565,0.003884701985003236,0.03683323644836044,0.07104923014722435,0.9631667635516395,1.5
0,0.5,0.05329777887400593,Ebola,0.5141431350536986,0.16268599324982488,0.998323901451258,0.44217981558646047,0.2378592456138589,0.5578201844135395,1.5
0,0.51,0.0516434669872848,Ebola,0.5141431350536986,0.15614610047538177,0.9983563772092665,0.4532921076932109,0.23227882349306672,0.5467078923067892,1.5
0,0.52,0.05002921321825859,Ebola,0.5141431350536986,0.14967341502079937,0.9983891844262007,0.4645277093471538,0.22639961364878775,0.5354722906528462,1.5
0,0.53,0.04845330473990096,Ebola,0.5141431350536986,0.14327352834517462,0.998422320654634,0.4758867605816172,0.22024014298289518,0.5241132394183827,1.5
0,0.54,0.04691413254277776,Ebola,0.5141431350536986,0.13695227894327716,0.9984557825370823,0.487369186563323,0.21382036170234062,0.512630813436677,1.5
0,0.55,0.04541018335678125,Ebola,0.5141431350536986,0.1307157450073788,0.9984895657211313,0.49897467792077693,0.20716162860133872,0.5010253220792231,1.5
0,0.56,0.04394003233540781,Ebola,0.5141431350536986,0.12457023314305764,0.998523664766974,0.5107026692078572,0.20028668099828015,0.48929733079214277,1.5
0,0.5700000000000001,0.04250233641840163,Ebola,0.5141431350536986,0.11852226250510808,0.9985580730469339,0.5225523153448023,0.1932195873362141,0.4774476846551977,1.5
0,0.58,0.04109582829917789,Ebola,0.5141431350536986,0.11257854370082138,0.9985927826365801,0.5345224658628194,0.18598568042039218,0.4654775341371806,1.5
0,0.59,0.03971931093254119,Ebola,0.5141431350536986,0.10674595180975202,0.9986277841970982,0.5466116367611362,0.17861146929962748,0.4533883632388638,1.5
0,0.6,0.03837165252605615,Ebola,0.5141431350536986,0.10103149289807699,0.9986630668486643,0.558817979766247,0.17112452792030197,0.44118202023375297,1.5
0,0.61,0.03705178196520426,Ebola,0.5141431350536986,0.09544226346854591,0.9986986180346947,0.5711392487621784,0.16355335891379882,0.42886075123782164,1.5
0,0.62,0.035758684628324586,Ebola,0.5141431350536986,0.08998540239076111,0.998734423377008,0.5835727631377231,0.15592723124077576,0.4164272368622769,1.5
0,0.63,0.03449139855243544,Ebola,0.5141431350536986,0.08466803500743102,0.9987704665221633,0.5961153677713321,0.14827599092727242,0.4038846322286679,1.5
0,0.64,0.03324901091546335,Ebola,0.5141431350536986,0.0794972093155658,0.9988067289795255,0.6087633893466629,0.1406298448018388,0.39123661065333715,1.5
0,0.65,0.032030654804276575,Ebola,0.5141431350536986,0.0744798243803636,0.9988431899519807,0.6215125886612687,0.1330191179854356,0.3784874113387313,1.5
0,0.66,0.030835506241300412,Ebola,0.5141431350536986,0.0696225514537842,0.9988798261606797,0.6343581085572715,0.12547398689179975,0.3656418914427285,1.5
0,0.67,0.029662781445454454,Ebola,0.5141431350536986,0.06493174863526609,0.9989166116657576,0.647294417065781,0.11802419064611629,0.35270558293421905,1.5
0,0.6799999999999999,0.02851173430575306,Ebola,0.5141431350536986,0.06041337031929195,0.9989535176856499,0.6603152453159309,0.11069872508832264,0.3396847546840691,1.5
0,0.69,0.027381654048199137,Ebola,0.5141431350536986,0.056072873108072484,0.9989905124184256,0.673413519714175,0.10352552483976045,0.32658648028582504,1.5
0,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.05191512030560184,0.9990275608694866,0.6865812878496286,0.09653114020507524,0.3134187121503714,1.5
0,0.71,0.0251817149858596,Ebola,0.5141431350536986,0.04794428752372662,0.9990646246910212,0.6998096375259668,0.08974041686558881,0.3001903624740332,1.5
0,0.72,0.02411059269137589,Ebola,0.5141431350536986,0.044163772288441046,0.9991016620397551,0.7130886082594159,0.0831761872940323,0.2869113917405841,1.5
0,0.73,0.02305790673257182,Ebola,0.5141431350536986,0.04057611079916539,0.9991386274607668,0.7264070945147623,0.07685898347739367,0.27359290548523774,1.5
0,0.74,0.0220230936685769,Ebola,0.5141431350536986,0.0371829051288993,0.9991754718063898,0.7397527398764315,0.07080678077392101,0.26024726012356847,1.5
0,0.75,0.021005614598180844,Ebola,0.5141431350536986,0.03398476412626501,0.9992121422004416,0.7531118212688479,0.06503478246872488,0.2468881787311521,1.5
0,0.76,0.020004953780663595,Ebola,0.5141431350536986,0.03098126106713968,0.9992485820591002,0.7664691222482682,0.05955525377654222,0.23353087775173176,1.5
0,0.77,0.01902061735112701,Ebola,0.5141431350536986,0.028170910691814377,0.999284731180578,0.7798077942863538,0.054377412657714085,0.22019220571364617,1.5
0,0.78,0.018052132122717193,Ebola,0.5141431350536986,0.02555116765773115,0.9993205259161856,0.7931092048525854,0.04950738290150445,0.2068907951474146,1.5
0,0.79,0.017099044468831887,Ebola,0.5141431350536986,0.023118447660744522,0.9993558994352405,0.8063527709769096,0.04494821257943948,0.1936472290230904,1.5
0,0.8,0.01616091927903214,Ebola,0.5141431350536986,0.020868171571440407,0.9993907820954275,0.8195157768344734,0.040699958320059966,0.1804842231655266,1.5
0,0.81,0.015237338982946436,Ebola,0.5141431350536986,0.018794831956438888,0.9994251019284345,0.8325731737390747,0.036759833085532566,0.1674268262609253,1.5
0,0.8200000000000001,0.014327902636958562,Ebola,0.5141431350536986,0.016892080379593086,0.9994587852478691,0.8454973607594413,0.03312241244470367,0.15450263924055874,1.5
0,0.8300000000000001,0.013432225068931956,Ebola,0.5141431350536986,0.015152832983167039,0.9994917573824731,0.8582579439804184,0.029779891946888182,0.14174205601958156,1.5
0,0.8400000000000001,0.012549936076630491,Ebola,0.5141431350536986,0.013569391112391716,0.9995239435324932,0.8708214722174482,0.026722386301225854,0.1291785277825518,1.5
0,0.8500000000000001,0.011680679675871625,Ebola,0.5141431350536986,0.01213357323907085,0.9995552697408233,0.8831511467546531,0.023938259820612404,0.11684885324534688,1.5
0,0.86,0.01082411339478034,Ebola,0.5141431350536986,0.010836854219811929,0.9995856639634277,0.8952065024115975,0.02141447711582038,0.1047934975884025,1.5
0,0.87,0.009979907610817918,Ebola,0.5141431350536986,0.009670508037617319,0.9996150572159566,0.9069430569480622,0.019136963398560407,0.09305694305193779,1.5
0,0.88,0.009147744927534203,Ebola,0.5141431350536986,0.008625750659355579,0.9996433847659033,0.9183119254863005,0.017090965014378907,0.08168807451369953,1.5
0,0.89,0.008327319588242186,Ebola,0.5141431350536986,0.00769388053867612,0.9996705873327547,0.9292593962621184,0.015261403020426405,0.0707406037378816,1.5
0,0.9,0.00751833692403969,Ebola,0.5141431350536986,0.006866415679535552,0.9996966122530738,0.9397264636050994,0.013633215853153077,0.06027353639490063,1.5
0,0.91,0.006720512833809,Ebola,0.5141431350536986,0.0061352282089973,0.9997214145640302,0.9496483135891087,0.012191691669428916,0.05035168641089127,1.5
0,0.9199999999999999,0.005933573294013734,Ebola,0.5141431350536986,0.0054926804316510185,0.9997449579581822,0.9589537572810733,0.010922797433868276,0.04104624271892665,1.5
0,0.9299999999999999,0.005157253896281261,Ebola,0.5141431350536986,0.0049317710777992615,0.9997672155647321,0.9675646059421644,0.009813521679350888,0.032435394057835576,1.5
0,0.94,0.004391299410917114,Ebola,0.5141431350536986,0.004446308458138552,0.9997881705181875,0.9753949818935569,0.008852264138537319,0.02460501810644311,1.5
0,0.95,0.0036354633746366444,Ebola,0.5141431350536986,0.004031141871076266,0.9998078162841714,0.9823505580404243,0.008029334824332584,0.01764944195957574,1.5
0,0.96,0.002889507700932848,Ebola,0.5141431350536986,0.0036825115834712135,0.9998261567235226,0.9883277182431534,0.007337682941701464,0.011672281756846647,1.5
0,0.97,0.0021532023116147343,Ebola,0.5141431350536986,0.003398639809341587,0.9998432058889538,0.9932126298233246,0.0067740995626159786,0.006787370176675411,1.5
0,0.98,0.0014263247881617072,Ebola,0.5141431350536986,0.0031808300516277276,0.9998589875623487,0.9968802184815468,0.006341425978884394,0.0031197815184531574,1.5
0,0.99,7.086600416374957e-4,Ebola,0.5141431350536986,0.0030357157320673946,0.9998735345540913,0.9991930347710888,0.006053041311185584,8.069652289112161e-4,1.5
1,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.1301694536736523,0.9960824642531069,0.5768855013795344,0.2124102801632337,0.4231144986204656,1.5
2,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.2211370115011621,0.990080551266833,0.47774267771567563,0.30233125857468995,0.5222573222843243,1.5
3,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.31708195041110765,0.9799336898086937,0.39334925807635285,0.3511218213770617,0.6066507419236471,1.5
4,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.4124911171944586,0.9646293837429373,0.32365174392654794,0.36271076304644456,0.6763482560734521,1.5
5,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.5033718495030886,0.9433122093215741,0.26705755496273265,0.3489722863279608,0.7329424450372674,1.5
6,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.5870370287414011,0.9153638806703164,0.22155171770648155,0.32169397025697916,0.7784482822935185,1.5
7,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.6619014792489717,0.8804725922873249,0.185155352375686,0.28936571208161094,0.814844647624314,1.5
8,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.7272640728437988,0.8386814822811558,0.1561095845949003,0.2570438711781922,0.8438904154050997,1.5
9,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.783095574348075,0.7904084053173207,0.13293203447419477,0.22728242442313798,0.8670679655258052,1.5
10,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.8298461436633099,0.7364331868013663,0.11441260729701498,0.201099245001081,0.885587392702985,1.5
11,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.8682795302836971,0.677852948116989,0.09958289358043106,0.1786737162852113,0.900417106419569,1.5
12,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.899336801356906,0.6160101113413394,0.08767720664452583,0.159777547099376,0.9123227933554742,1.5
13,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.924029777006429,0.5524008061592762,0.07809420674723512,0.14401685543109383,0.9219057932527649,1.5
14,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.9433624468460082,0.4885733395238252,0.07036298126178064,0.13095813191623976,0.9296370187382194,1.5
15,0.7,0.02627186307861787,Ebola,0.5141431350536986,0.9582772710257855,0.42602703450913026,0.06411475032316892,0.12018816009757542,0.9358852496768311,1.5
0,0.5,0.2010956579606304,Influenza A (H3N2),0.8226203378987185,0.5004039965769222,0.9545872145357036,0.08210309259474058,0.1410616846711913,0.9178969074052594,1.5
0,0.51,0.1947986185334857,Influenza A (H3N2),0.8226203378987185,0.49024005366266404,0.9547511796197082,0.0859237719235689,0.14621978224977764,0.9140762280764311,1.5
0,0.52,0.18865731155396073,Influenza A (H3N2),0.8226203378987185,0.4798853653383053,0.9549226496155871,0.08993491195888537,0.15148091354968987,0.9100650880411146,1.5
