delta,omega,lambda,pathogen,proba_trans_before_mut,sensitivity,specificity,ppv,f1_score,fdr,R
0,0.8,0.04075663555576686,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.04257992631126849,0.9974609019414229,0.6822024891751228,0.08015683354830536,0.31779751082487717,1.5
0,0.81,0.038326020587842645,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.03872117913281413,0.9975710793025117,0.7010530312719566,0.07338887899493263,0.2989469687280434,1.5
0,0.8200000000000001,0.035944768772236284,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.03513965255061864,0.9976812967003938,0.7201577767914924,0.0670096125710939,0.2798422232085076,1.5
0,0.8300000000000001,0.03361129373631018,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.03182876472041036,0.9977912797511318,0.7394810928354422,0.061030646732910095,0.26051890716455783,1.5
0,0.8400000000000001,0.03132407840422051,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.02878040644688125,0.9979007367492699,0.7589796711174924,0.05545785840587148,0.24102032888250757,1.5
0,0.8500000000000001,0.029081671188629428,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.02598513256993657,0.99800936122039,0.7786012949518089,0.05029181993726891,0.22139870504819115,1.5
0,0.86,0.02688268243363976,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.023432381293614607,0.9981168351530987,0.7982834143449058,0.045528347987427914,0.2017165856550942,1.5
0,0.87,0.02472578108967637,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.021110715148932455,0.9982228328918168,0.8179514988101251,0.0411591436481145,0.18204850118987492,1.5
0,0.88,0.022609691602721978,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.019008077653251413,0.9983270256350065,0.8375171325764844,0.037172497672712634,0.1624828674235156,1.5
0,0.89,0.020533191001830015,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.017112061000207467,0.9984290864438782,0.8568758110872999,0.03355403803008382,0.14312418891270007,1.5
0,0.9,0.01849510617021116,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.015410182521256713,0.9985286956270024,0.8759043909362505,0.030287503284363866,0.1240956090637495,1.5
0,0.91,0.0164943112864286,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.013890171627841499,0.9986255463300692,0.8944581375021202,0.027355535137670008,0.10554186249787978,1.5
0,0.9199999999999999,0.014529725423360663,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.012540275312948209,0.9987193501309563,0.9123673053216812,0.024740498261277166,0.0876326946783188,1.5
0,0.9299999999999999,0.012600310293609777,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.011349600784352777,0.9988098424218341,0.9294331754517167,0.022425358464392895,0.07056682454828334,1.5
0,0.94,0.010705068130959072,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.010308532039718906,0.9988967873550807,0.945423461444145,0.020394688280493282,0.05457653855585498,1.5
0,0.95,0.008843039698319205,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.009409291063966697,0.9989799821400462,0.9600669807723621,0.01863593761996881,0.03993301922763792,1.5
0,0.96,0.0070133024133719225,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.008646781896732712,0.9990592605034444,0.973047471226111,0.017141241750361212,0.026952528773888984,1.5
0,0.97,0.00521496858381341,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.008020001257471794,0.9991344951659402,0.9839964114930123,0.015910326393977978,0.016003588506987687,1.5
0,0.98,0.003447183744732715,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.007534640081047299,0.9992055992383999,0.99248468134602,0.014955740753536149,0.00751531865398003,1.5
0,0.99,0.0017091250912418794,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.0072083820851071255,0.9992725264989963,0.9980128689435458,0.014313382407777934,0.0019871310564542055,1.5
1,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.21748339082931478,0.9865984434616257,0.3875831417198786,0.2786235607326864,0.6124168582801214,1.5
2,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.3440967443056765,0.968089047488562,0.2960329326000907,0.31826041500634333,0.7039670673999092,1.5
3,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.46548312933116687,0.9389819320710491,0.22928929274040033,0.307238151994287,0.7707107072595997,1.5
4,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.5751452428970523,0.8982600163353416,0.18063781588847927,0.2749280479044294,0.8193621841115207,1.5
5,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.669857632222056,0.8459584449548037,0.14499703612349105,0.2383918877070477,0.855002963876509,1.5
6,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.7487320415418621,0.7831831371511937,0.1186887522850466,0.2048972596434488,0.8813112477149534,1.5
7,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.8124212244551885,0.7119749291715962,0.09910016240692547,0.1766520817761599,0.9008998375930746,1.5
8,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.8624802639856014,0.6350507653786226,0.08438700001997826,0.15373247089838116,0.9156129999800218,1.5
9,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.9008886813330037,0.555474265570514,0.07324626067958769,0.13547759011677926,0.9267537393204123,1.5
10,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.9297189528444376,0.4763146036438354,0.06475223860919439,0.12107215169516614,0.9352477613908056,1.5
11,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.9509272220224246,0.4003462970065168,0.05824158159977444,0.10976063706701676,0.9417584184002256,1.5
12,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.9662385439787158,0.3298271305389785,0.053233762951393315,0.10090811345244055,0.9467662370486067,1.5
13,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.9770999222953374,0.26637200783169623,0.04937630737237236,0.09400234453045982,0.9506236926276277,1.5
14,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.9846779583863329,0.21092178459132904,0.04640706235408865,0.08863674768685317,0.9535929376459114,1.5
15,0.7,0.06818546079114812,SARS-CoV-2 (pre-Omicron),0.6376375524734903,0.9898827086669056,0.16379162301889327,0.04412815624213157,0.08448982561373831,0.9558718437578684,1.5
0,0.5,0.08459271448529786,SARS-CoV,0.2690439252554479,0.057012090376137727,0.999772199612772,0.6754119419041054,0.10514850680985295,0.32458805809589464,1.5
0,0.51,0.08203406221035264,SARS-CoV,0.2690439252554479,0.05422691786535093,0.9997793830967445,0.6858241392791726,0.10050692830374239,0.31417586072082737,1.5
0,0.52,0.07953350612790357,SARS-CoV,0.2690439252554479,0.05150809987558469,0.999786494971643,0.6961372899436514,0.09591902670918845,0.3038627100563486,1.5
0,0.53,0.07708864729099134,SARS-CoV,0.2690439252554479,0.04885672490626305,0.9997935336472787,0.7063493978508587,0.09139205093442423,0.2936506021491413,1.5
0,0.54,0.07469722873828587,SARS-CoV,0.2690439252554479,0.04627389347814827,0.9998004974231078,0.7164583321434849,0.08693304263136165,0.28354166785651513,1.5
0,0.55,0.0723571246427317,SARS-CoV,0.2690439252554479,0.04376071211539909,0.9998073844867679,0.7264618267991538,0.08254883558766248,0.27353817320084617,1.5
0,0.56,0.07006633046985951,SARS-CoV,0.2690439252554479,0.04131828626514311,0.9998141929124126,0.736357479997793,0.07824605181728485,0.263642520002207,1.5
0,0.5700000000000001,0.06782295403563192,SARS-CoV,0.2690439252554479,0.03894771203834703,0.9998209206588772,0.746142753224242,0.07403109419334838,0.25385724677575805,1.5
0,0.58,0.06562520736740894,SARS-CoV,0.2690439252554479,0.036650066664347926,0.9998275655677189,0.7558149701176204,0.0699101354760317,0.24418502988237956,1.5
0,0.59,0.0634713992834212,SARS-CoV,0.2690439252554479,0.034426397566674115,0.9998341253611867,0.7653713150772998,0.06588910361314937,0.23462868492270017,1.5
0,0.6,0.061359928616325526,SARS-CoV,0.2690439252554479,0.03227770999106453,0.9998405976401842,0.7748088316338225,0.061973663234780166,0.22519116836617747,1.5
0,0.61,0.05928927801522756,SARS-CoV,0.2690439252554479,0.03020495314912348,0.9998469798823089,0.7841244205917437,0.05816919332838408,0.2158755794082563,1.5
0,0.62,0.05725800826819763,SARS-CoV,0.2690439252554479,0.02820900488389627,0.9998532694400654,0.793314837950189,0.05448076116939639,0.20668516204981102,1.5
0,0.63,0.05526475309394961,SARS-CoV,0.2690439252554479,0.026290654917509322,0.9998594635393776,0.8023766926057663,0.050913092695638366,0.19762330739423373,1.5
0,0.64,0.05330821435714451,SARS-CoV,0.2690439252554479,0.024450586806075144,0.9998655592785463,0.8113064438415276,0.04747053965218666,0.1886935561584724,1.5
0,0.65,0.05138715766683292,SARS-CoV,0.2690439252554479,0.02268935880269071,0.9998715536278324,0.8201003986046929,0.04415704399496426,0.17989960139530714,1.5
0,0.66,0.04950040832198442,SARS-CoV,0.2690439252554479,0.02100738391404193,0.9998774434298835,0.8287547085750555,0.04097610022261497,0.1712452914249445,1.5
0,0.67,0.04764684757192884,SARS-CoV,0.2690439252554479,0.01940490952710567,0.9998832254012544,0.837265367025187,0.03793071650084484,0.16273463297481305,1.5
0,0.6799999999999999,0.04582540916295323,SARS-CoV,0.2690439252554479,0.017881997075708127,0.9998888961353241,0.8456282054728113,0.035023375642284825,0.15437179452718874,1.5
0,0.69,0.04403507614530325,SARS-CoV,0.2690439252554479,0.016438502306859462,0.9998944521069508,0.8538388901250943,0.032255997195986305,0.14616110987490571,1.5
0,0.7,0.04227487791749299,SARS-CoV,0.2690439252554479,0.015074056787217226,0.9998998896792612,0.8618929181138772,0.02962990206926375,0.13810708188612275,1.5
0,0.71,0.04054388748717199,SARS-CoV,0.2690439252554479,0.013788051353115864,0.9999052051130113,0.8697856135203781,0.027145781234069296,0.1302143864796219,1.5
0,0.72,0.038841218929880884,SARS-CoV,0.2690439252554479,0.012579622245246213,0.9999103945790033,0.8775121231871954,0.024803670142915013,0.1224878768128046,1.5
0,0.73,0.03716602502886785,SARS-CoV,0.2690439252554479,0.011447640673382694,0.9999154541740786,0.8850674123149956,0.022602930478701197,0.11493258768500436,1.5
0,0.74,0.035517495080780365,SARS-CoV,0.2690439252554479,0.010390706520745262,0.999920379941222,0.892446259840689,0.020542240774463445,0.10755374015931096,1.5
