index,GEO_ID
0,1001
1,1003
2,1005
3,1007
4,1009
5,1013
6,1015
7,1017
8,1019
9,1021
10,1023
11,1025
12,1027
13,1029
14,1031
15,1033
16,1035
17,1039
18,1041
19,1043
20,1045
21,1047
22,1049
23,1051
24,1053
25,1055
26,1057
27,1059
28,1061
29,1065
30,1067
31,1069
32,1071
33,1073
34,1075
35,1077
36,1079
37,1081
38,1083
39,1087
40,1089
41,1091
42,1093
43,1095
44,1097
45,1099
46,1101
47,1103
48,1107
49,1109
50,1111
51,1113
52,1115
53,1117
54,1119
55,1121
56,1123
57,1125
58,1127
59,1129
60,1133
61,4001
62,4003
63,4005
64,4007
65,4009
66,4012
67,4013
68,4015
69,4017
70,4019
71,4021
72,4023
73,4025
74,4027
75,5001
76,5003
77,5005
78,5007
79,5009
80,5015
81,5019
82,5021
83,5023
84,5027
85,5029
86,5031
87,5033
88,5035
89,5037
90,5041
91,5043
92,5045
93,5047
94,5049
95,5051
96,5053
97,5055
98,5057
99,5059
100,5061
101,5063
102,5065
103,5067
104,5069
105,5071
106,5075
107,5079
108,5081
109,5083
110,5085
111,5087
112,5089
113,5091
114,5093
115,5103
116,5107
117,5111
118,5113
119,5115
120,5119
121,5121
122,5123
123,5125
124,5131
125,5133
126,5135
127,5137
128,5139
129,5141
130,5143
131,5145
132,5149
133,6001
134,6005
135,6007
136,6009
137,6011
138,6013
139,6015
140,6017
141,6019
142,6021
143,6023
144,6025
145,6027
146,6029
147,6031
148,6033
149,6035
150,6037
151,6039
152,6041
153,6043
154,6045
155,6047
156,6051
157,6053
158,6055
159,6057
160,6059
161,6061
162,6063
163,6065
164,6067
165,6069
166,6071
167,6073
168,6075
169,6077
170,6079
171,6081
172,6083
173,6085
174,6087
175,6089
176,6093
177,6095
178,6097
179,6099
180,6101
181,6103
182,6105
183,6107
184,6109
185,6111
186,6113
187,6115
188,8001
189,8003
190,8005
191,8007
192,8013
193,8014
194,8015
195,8029
196,8031
197,8035
198,8037
199,8039
200,8041
201,8043
202,8045
203,8049
204,8051
205,8059
206,8067
207,8069
208,8071
209,8075
210,8077
211,8081
212,8083
213,8085
214,8087
215,8089
216,8093
217,8097
218,8099
219,8101
220,8105
221,8107
222,8117
223,8119
224,8123
225,9001
226,9003
227,9005
228,9007
229,9009
230,9011
231,9013
232,9015
233,10001
234,10003
235,10005
236,11001
237,12001
238,12003
239,12005
240,12007
241,12009
242,12011
243,12013
244,12015
245,12017
246,12019
247,12021
248,12023
249,12027
250,12029
251,12031
252,12033
253,12035
254,12037
255,12039
256,12041
257,12043
258,12045
259,12047
260,12049
261,12051
262,12053
263,12055
264,12057
265,12059
266,12061
267,12063
268,12065
269,12069
270,12071
271,12073
272,12075
273,12079
274,12081
275,12083
276,12085
277,12086
278,12087
279,12089
280,12091
281,12093
282,12095
283,12097
284,12099
285,12101
286,12103
287,12105
288,12107
289,12109
290,12111
291,12113
292,12115
293,12117
294,12119
295,12121
296,12123
297,12125
298,12127
299,12129
